id,Analytical thinking,Systemic thinking,Adaptability,Focus
10199,1.0,1.0,3.0,1.0
10539,3.0,3.0,4.0,4.0
10174,5.0,3.0,4.0,5.0
10465,5.0,5.0,5.0,5.0
10066,4.0,6.0,3.0,4.0
10425,4.0,3.0,3.0,3.0
10398,5.0,5.0,5.0,5.0
10346,4.0,4.0,6.0,4.0
10281,1.0,1.0,1.0,1.0
10158,3.0,3.0,4.0,4.0
10877,3.0,6.0,3.0,3.0
10067,4.0,3.0,4.0,4.0
10235,4.0,4.0,4.0,4.0
10767,4.0,3.0,4.0,4.0
10483,4.0,6.0,4.0,3.0
10679,6.0,6.0,3.0,3.0
10076,4.0,4.0,4.0,4.0
10800,1.0,1.0,1.0,1.0
10855,5.0,5.0,5.0,5.0
10706,5.0,5.0,5.0,5.0
10088,5.0,5.0,5.0,5.0
10096,5.0,5.0,5.0,5.0
10643,3.0,3.0,3.0,4.0
10305,1.0,4.0,3.0,4.0
10275,3.0,3.0,3.0,3.0
10759,4.0,4.0,6.0,5.0
10355,4.0,6.0,4.0,4.0
10844,4.0,3.0,3.0,3.0
10693,1.0,1.0,1.0,1.0
10882,1.0,6.0,4.0,4.0
10023,3.0,3.0,3.0,3.0
10030,3.0,3.0,5.0,5.0
10677,1.0,1.0,1.0,1.0
10923,4.0,3.0,4.0,4.0
10405,5.0,5.0,5.0,5.0
10531,4.0,3.0,4.0,3.0
10959,1.0,1.0,1.0,1.0
10294,1.0,1.0,1.0,1.0
10829,5.0,5.0,5.0,5.0
10850,5.0,5.0,5.0,5.0
10259,5.0,4.0,5.0,5.0
10874,3.0,6.0,4.0,3.0
10328,4.0,6.0,3.0,3.0
10333,5.0,5.0,5.0,5.0
10634,5.0,5.0,5.0,5.0
10774,1.0,1.0,1.0,1.0
10754,5.0,4.0,5.0,5.0
10120,4.0,6.0,3.0,3.0
10790,4.0,4.0,3.0,4.0
10323,4.0,4.0,4.0,4.0
10728,4.0,3.0,4.0,3.0
10842,4.0,4.0,5.0,4.0
10039,3.0,6.0,4.0,3.0
10789,4.0,4.0,4.0,4.0
10952,4.0,3.0,4.0,4.0
10310,4.0,4.0,4.0,4.0
10314,3.0,6.0,3.0,3.0
10059,3.0,1.0,3.0,3.0
10972,1.0,1.0,1.0,1.0
10494,3.0,3.0,3.0,3.0
10464,5.0,5.0,4.0,5.0
10722,5.0,5.0,5.0,5.0
10673,5.0,5.0,5.0,5.0
10692,4.0,3.0,3.0,3.0
10479,1.0,1.0,1.0,1.0
10680,5.0,4.0,4.0,4.0
10793,4.0,6.0,4.0,4.0
10070,6.0,4.0,5.0,5.0
10136,3.0,4.0,3.0,4.0
10307,4.0,3.0,4.0,4.0
10849,1.0,1.0,1.0,1.0
10714,1.0,1.0,3.0,3.0
10633,3.0,6.0,3.0,3.0
10580,1.0,1.0,3.0,1.0
10481,5.0,4.0,3.0,5.0
10063,4.0,4.0,4.0,4.0
10822,1.0,1.0,3.0,1.0
10359,5.0,4.0,5.0,5.0
10585,3.0,1.0,3.0,3.0
10801,4.0,4.0,6.0,4.0
10299,4.0,3.0,4.0,4.0
10350,4.0,3.0,4.0,3.0
10362,5.0,5.0,5.0,5.0
10237,1.0,1.0,1.0,1.0
10351,1.0,1.0,1.0,1.0
10695,1.0,1.0,3.0,3.0
10672,1.0,3.0,3.0,4.0
10298,1.0,1.0,1.0,1.0
10086,4.0,4.0,4.0,4.0
10913,1.0,1.0,1.0,1.0
10432,5.0,5.0,6.0,5.0
10290,1.0,1.0,3.0,3.0
10107,4.0,4.0,4.0,4.0
10969,3.0,6.0,3.0,3.0
10254,6.0,4.0,3.0,3.0
10215,4.0,4.0,4.0,4.0
10544,4.0,4.0,5.0,5.0
10319,4.0,6.0,3.0,4.0
10525,5.0,5.0,6.0,5.0
10630,5.0,5.0,5.0,5.0
10953,3.0,4.0,4.0,4.0
10749,1.0,1.0,3.0,3.0
10534,5.0,4.0,5.0,4.0
10827,3.0,6.0,3.0,3.0
10798,4.0,6.0,3.0,3.0
10514,4.0,6.0,4.0,3.0
10055,4.0,4.0,5.0,4.0
10497,5.0,5.0,5.0,5.0
10218,4.0,4.0,4.0,3.0
10486,4.0,3.0,4.0,4.0
10072,3.0,4.0,5.0,4.0
10527,5.0,5.0,5.0,5.0
10044,5.0,5.0,6.0,5.0
10261,5.0,5.0,5.0,5.0
10209,4.0,3.0,3.0,4.0
10678,6.0,6.0,5.0,5.0
10493,4.0,4.0,3.0,4.0
10442,5.0,5.0,6.0,5.0
10277,4.0,3.0,4.0,4.0
10423,5.0,4.0,5.0,5.0
10231,5.0,5.0,5.0,5.0
10718,5.0,5.0,6.0,5.0
10947,5.0,5.0,5.0,5.0
10757,3.0,4.0,4.0,3.0
10660,3.0,3.0,4.0,4.0
10655,5.0,5.0,5.0,5.0
10309,1.0,1.0,1.0,1.0
10453,1.0,1.0,1.0,1.0
10703,1.0,1.0,3.0,3.0
10636,4.0,4.0,4.0,4.0
10916,4.0,3.0,4.0,4.0
10213,3.0,4.0,3.0,3.0
10482,5.0,5.0,5.0,5.0
10060,4.0,3.0,4.0,3.0
10687,4.0,6.0,3.0,3.0
10713,1.0,1.0,1.0,1.0
10429,1.0,6.0,3.0,3.0
10139,3.0,3.0,3.0,4.0
10781,3.0,3.0,4.0,4.0
10605,1.0,1.0,3.0,1.0
10280,3.0,6.0,4.0,3.0
10311,4.0,4.0,3.0,4.0
10615,4.0,4.0,3.0,3.0
10450,3.0,3.0,3.0,3.0
10110,4.0,4.0,4.0,3.0
10622,1.0,1.0,1.0,1.0
10456,1.0,1.0,1.0,1.0
10316,5.0,5.0,5.0,5.0
10891,1.0,1.0,3.0,1.0
10868,4.0,3.0,3.0,4.0
10198,4.0,4.0,4.0,4.0
10377,4.0,3.0,3.0,3.0
10638,3.0,4.0,4.0,4.0
