id,Analytical thinking,Systemic thinking,Adaptability,Focus
10199,4.0,5.0,3.0,3.0
10539,4.0,4.0,4.0,5.0
10174,4.0,4.0,6.0,5.0
10465,5.0,6.0,5.0,5.0
10066,4.0,4.0,4.0,4.0
10425,3.0,3.0,4.0,5.0
10398,5.0,5.0,5.0,5.0
10346,4.0,4.0,5.0,4.0
10281,3.0,3.0,4.0,5.0
10158,4.0,4.0,3.0,4.0
10877,5.0,3.0,4.0,5.0
10067,4.0,6.0,5.0,4.0
10235,4.0,5.0,5.0,4.0
10767,4.0,1.0,4.0,1.0
10483,4.0,4.0,2.0,4.0
10679,4.0,4.0,4.0,4.0
10076,6.0,6.0,6.0,4.0
10800,3.0,4.0,4.0,5.0
10855,5.0,5.0,6.0,5.0
10706,4.0,5.0,5.0,5.0
10088,5.0,5.0,5.0,5.0
10096,4.0,4.0,5.0,4.0
10643,4.0,4.0,4.0,3.0
10305,3.0,4.0,4.0,5.0
10275,3.0,3.0,3.0,3.0
10759,5.0,5.0,6.0,5.0
10355,4.0,4.0,2.0,2.0
10844,5.0,4.0,3.0,5.0
10693,3.0,4.0,4.0,5.0
10882,4.0,5.0,4.0,3.0
10023,1.0,3.0,4.0,4.0
10030,4.0,4.0,4.0,3.0
10677,4.0,4.0,4.0,5.0
10923,3.0,3.0,4.0,5.0
10405,4.0,4.0,5.0,5.0
10531,5.0,6.0,6.0,4.0
10959,4.0,4.0,4.0,5.0
10294,4.0,3.0,4.0,4.0
10829,5.0,4.0,5.0,5.0
10850,5.0,5.0,4.0,5.0
10259,4.0,3.0,5.0,5.0
10874,3.0,3.0,5.0,5.0
10328,4.0,4.0,4.0,3.0
10333,5.0,5.0,5.0,5.0
10634,4.0,3.0,5.0,5.0
10774,4.0,4.0,4.0,5.0
10754,4.0,5.0,6.0,5.0
10120,4.0,3.0,4.0,4.0
10790,5.0,4.0,4.0,3.0
10323,3.0,4.0,3.0,4.0
10728,3.0,5.0,5.0,5.0
10842,5.0,5.0,4.0,4.0
10039,3.0,4.0,4.0,5.0
10789,4.0,4.0,3.0,5.0
10952,3.0,4.0,4.0,3.0
10310,5.0,5.0,5.0,5.0
10314,4.0,4.0,4.0,4.0
10059,4.0,4.0,4.0,5.0
10972,3.0,4.0,4.0,5.0
10494,4.0,4.0,4.0,4.0
10464,5.0,5.0,5.0,5.0
10722,5.0,4.0,5.0,5.0
10673,3.0,4.0,5.0,5.0
10692,3.0,5.0,4.0,3.0
10479,3.0,5.0,4.0,3.0
10680,5.0,4.0,4.0,4.0
10793,5.0,4.0,1.0,1.0
10070,5.0,4.0,5.0,5.0
10136,4.0,4.0,4.0,4.0
10307,6.0,4.0,6.0,5.0
10849,5.0,4.0,4.0,5.0
10714,4.0,4.0,5.0,4.0
10633,3.0,3.0,6.0,5.0
10580,3.0,4.0,3.0,4.0
10481,5.0,3.0,5.0,4.0
10063,5.0,4.0,4.0,3.0
10822,4.0,5.0,4.0,4.0
10359,3.0,3.0,6.0,4.0
10585,4.0,3.0,4.0,4.0
10801,5.0,4.0,4.0,5.0
10299,3.0,4.0,6.0,3.0
10350,4.0,4.0,4.0,4.0
10362,4.0,5.0,5.0,5.0
10237,4.0,4.0,4.0,4.0
10351,5.0,4.0,4.0,5.0
10695,4.0,4.0,3.0,3.0
10672,4.0,4.0,4.0,5.0
10298,3.0,4.0,4.0,5.0
10086,3.0,4.0,5.0,5.0
10913,4.0,5.0,3.0,3.0
10432,4.0,6.0,6.0,6.0
10290,4.0,4.0,4.0,5.0
10107,3.0,3.0,4.0,5.0
10969,4.0,4.0,4.0,4.0
10254,5.0,4.0,5.0,5.0
10215,5.0,5.0,5.0,5.0
10544,4.0,5.0,5.0,5.0
