id,Analytical thinking,Systemic thinking,Adaptability,Focus
10199,4,4,4,4
10539,4,4,4,4
10174,4,4,5,4
10465,4,4,5,4
10066,4,4,5,4
10425,4,4,4,4
10398,4,3,5,5
10346,4,4,5,4
10281,4,4,4,4
10158,4,4,4,4
10877,4,4,5,4
10067,4,4,5,4
10235,4,4,4,4
10767,4,4,5,4
10483,4,4,3,4
10679,4,4,5,4
10076,4,4,5,4
10800,4,4,4,4
10855,4,3,5,5
10706,4,3,5,5
10088,4,3,5,5
10096,4,4,5,4
10643,4,4,4,4
10305,4,4,4,4
10275,4,4,4,4
10759,4,4,5,4
10355,4,4,4,4
10844,4,4,4,4
10693,4,4,4,4
10882,4,4,4,4
10023,4,4,5,4
10030,4,4,4,4
10677,4,4,4,4
10923,4,4,5,4
10405,4,3,5,5
10531,4,4,5,4
10959,4,4,5,4
10294,4,4,5,4
10829,4,4,5,5
10850,4,3,5,5
10259,4,3,5,4
10874,4,4,4,4
10328,4,4,4,4
10333,4,4,5,5
10634,4,3,5,4
10774,4,4,4,4
10754,4,4,5,4
10120,4,4,5,4
10790,4,4,4,4
10323,4,4,5,4
10728,4,4,4,4
10842,4,4,5,4
10039,4,4,4,4
10789,4,4,4,4
10952,4,4,4,4
10310,4,4,5,4
10314,4,4,5,4
10059,4,4,4,4
10972,4,4,5,4
10494,4,4,5,4
10464,4,4,5,4
10722,4,4,5,5
10673,4,3,5,5
10692,4,4,4,4
10479,4,4,4,4
10680,4,4,5,4
10793,4,4,3,4
10070,4,3,5,5
10136,4,4,5,4
10307,4,4,5,4
10849,4,4,4,4
10714,4,4,4,4
10633,4,4,4,4
10580,4,4,4,4
10481,4,4,3,4
10063,4,4,4,4
10822,4,4,4,4
10359,4,3,5,4
10585,4,4,5,4
10801,4,4,4,4
10299,4,4,4,4
10350,4,4,5,4
10362,4,3,5,5
10237,4,4,4,4
10351,4,4,4,4
10695,4,4,4,4
10672,4,4,4,4
10298,4,4,4,4
10086,4,4,4,4
10913,4,4,4,4
10432,4,3,5,5
10290,4,4,5,4
10107,4,4,4,4
10969,4,4,4,4
10254,4,4,5,4
10215,4,4,5,4
10544,4,4,5,4
10319,4,4,4,4
10525,4,3,5,5
10630,4,4,5,4
10953,4,3,5,4
10749,4,4,4,4
10534,4,4,5,4
10827,4,4,4,4
10798,4,4,5,5
10514,4,4,5,4
10055,4,4,5,4
10497,4,3,5,5
10218,4,3,5,4
10486,4,4,4,4
10072,4,4,4,4
10527,4,4,5,4
10044,4,4,5,4
10261,4,3,5,5
10209,4,4,5,4
10678,4,4,5,4
10493,4,3,5,4
10442,4,4,5,4
10277,4,3,5,4
10423,4,4,5,4
10231,4,3,5,5
10718,4,4,5,4
10947,4,3,5,5
10757,4,4,4,4
10660,4,4,5,4
10655,4,4,5,5
10309,4,3,5,4
10453,4,4,4,4
10703,4,4,5,4
10636,4,4,3,4
10916,4,4,4,4
10213,4,4,4,4
10482,4,3,5,5
10060,4,4,4,4
10687,4,4,5,4
10713,4,4,4,4
10429,4,4,4,4
10139,4,4,5,4
10781,4,4,4,4
10605,4,4,4,4
10280,4,4,5,4
10311,4,4,4,4
10615,4,4,4,4
10450,4,4,4,4
10110,4,4,5,4
10622,4,4,4,4
10456,4,4,5,4
10316,4,3,5,5
10891,4,4,5,4
10868,4,4,4,4
10198,4,4,5,4
10377,4,4,4,4
10638,4,4,4,4
10617,4,4,4,4
10559,4,4,4,4
10669,4,4,5,4
10137,4,3,5,4
10332,4,4,5,4
10394,4,4,5,4
10184,4,4,5,4
10881,4,4,4,4
10449,4,4,4,4
10788,4,4,4,4
10168,4,3,5,4
10951,4,4,4,4
10382,4,4,5,4
10696,4,4,5,4
10078,4,3,5,4
10029,4,4,5,4
10260,4,3,5,5
10331,4,4,5,4
10859,4,4,4,4
10626,4,4,4,4
10165,4,4,4,4
10731,4,4,4,4
10898,4,4,5,4
10065,4,4,5,4
10141,4,4,4,4
10210,4,4,4,4
10746,4,4,4,4
10292,4,4,5,4
10847,4,4,4,4
10266,4,4,5,4
10371,4,3,5,5
10810,4,3,5,5
10581,4,4,5,4
10900,4,4,5,4
10049,4,4,4,4
10708,4,3,5,5
10904,4,4,5,4
10490,4,4,4,4
10327,4,3,5,5
10879,4,4,5,4
10521,4,4,5,4
10925,4,4,4,4
10968,4,4,4,4
10365,4,4,4,4
10936,4,4,4,4
10033,4,4,5,4
10031,4,4,4,4
10823,4,4,4,4
10192,4,3,5,5
10312,4,3,5,4
10807,4,4,4,4
10552,4,3,5,4
10558,4,4,5,4
10921,4,4,4,4
10109,4,4,5,4
10440,4,4,5,4
10077,4,4,5,4
10783,4,4,5,4
10542,4,4,4,4
10082,4,4,5,4
10361,4,4,4,4
10485,4,4,4,4
10507,4,4,5,4
10628,4,3,5,5
10500,4,4,5,4
10905,4,4,4,4
10002,4,4,4,4
10101,4,4,5,4
10363,4,4,4,4
10451,4,4,4,4
10286,4,4,4,4
10208,4,4,4,4
10265,4,4,5,4
10005,4,4,5,4
10054,4,3,5,5
10715,4,4,4,4
10848,4,4,4,4
10971,4,4,5,4
10436,4,4,4,4
10097,4,4,4,4
10589,4,4,5,4
10204,4,4,4,4
10244,4,4,4,4
10620,4,4,4,4
10934,4,4,5,4
10519,4,4,4,4
10334,4,4,4,4
10845,4,4,4,4
10025,4,4,5,4
10084,4,4,5,4
10010,4,4,5,4
10635,4,4,5,4
10422,4,4,5,4
10795,4,4,4,4
10357,4,4,5,4
10802,4,4,5,4
10529,4,4,4,4
10468,4,4,4,4
10247,4,4,4,4
10118,4,4,5,4
10342,4,3,5,5
10541,4,4,4,4
10250,4,4,4,4
10318,4,4,4,4
10843,4,3,5,5
10196,4,4,4,4
10588,4,4,4,4
10081,4,4,5,4
10352,4,4,5,4
10583,4,4,4,4
10603,4,4,4,4
10239,4,4,4,4
10761,4,4,4,4
10211,4,4,4,4
10930,4,4,4,4
10963,4,4,4,4
10420,4,4,4,4
10227,4,4,4,4
10833,4,4,4,4
10752,4,3,5,4
10907,4,4,5,4
10743,4,4,4,4
10380,4,4,5,4
10478,4,4,5,4
10439,4,4,5,4
10296,4,4,4,4
10344,4,4,5,4
10007,4,4,5,5
10155,4,4,4,4
10526,4,4,4,4
10411,4,4,5,4
10513,4,4,5,4
10837,4,4,5,4
10758,4,4,5,4
10551,4,4,4,4
10433,4,4,4,4
10893,4,3,5,5
10909,4,4,5,4
10889,4,4,4,4
10613,4,4,4,4
