id,Analytical thinking,Systemic thinking,Adaptability,Focus
10199,4,4,5,4
10539,5,4,4,4
10174,5,4,5,4
10465,5,4,5,4
10066,5,4,5,4
10425,4,4,4,4
10398,5,4,5,5
10346,4,4,5,4
10281,5,4,4,4
10158,4,4,5,4
10877,4,4,4,4
10067,5,4,5,4
10235,5,4,5,4
10767,4,4,5,4
10483,4,4,3,4
10679,4,4,5,5
10076,5,4,4,4
10800,5,4,5,4
10855,4,4,5,5
10706,4,4,5,5
10088,4,4,5,4
10096,5,4,5,4
10643,4,4,4,5
10305,5,4,4,4
10275,4,4,4,4
10759,5,4,5,4
10355,4,4,5,4
10844,5,4,5,4
10693,5,4,4,4
10882,5,5,4,4
10023,4,4,5,4
10030,5,4,5,4
10677,4,4,4,4
10923,5,4,4,4
10405,5,4,5,5
10531,5,4,5,4
10959,4,4,5,4
10294,5,4,5,4
10829,5,4,5,5
10850,5,4,5,4
10259,4,4,5,4
10874,4,4,4,4
10328,5,4,4,4
10333,4,4,5,5
10634,4,4,5,4
10774,5,4,5,4
10754,5,4,4,4
10120,4,4,4,4
10790,5,4,4,4
10323,4,4,5,4
10728,5,4,5,4
10842,5,4,5,4
10039,5,4,5,4
10789,5,4,4,4
10952,5,4,4,4
10310,5,4,5,4
10314,5,4,4,4
10059,5,4,4,4
10972,4,4,4,4
10494,5,4,5,4
10464,5,4,4,4
10722,5,4,5,5
10673,4,5,5,5
10692,5,4,5,4
10479,5,4,5,4
10680,4,4,5,5
10793,4,4,3,4
10070,4,4,5,5
10136,4,4,5,4
10307,5,4,5,4
10849,5,4,4,4
10714,4,4,5,4
10633,4,3,4,4
10580,5,4,4,4
10481,4,4,5,4
10063,4,4,5,4
10822,5,5,5,4
10359,5,4,5,4
10585,4,4,4,4
10801,5,4,5,4
10299,4,4,4,4
10350,4,4,5,4
10362,5,4,5,5
10237,5,4,4,4
10351,5,4,4,4
10695,4,5,4,4
10672,5,4,5,4
10298,4,4,4,4
10086,4,4,5,4
10913,4,4,4,4
10432,5,4,5,5
10290,4,4,4,4
10107,4,4,4,4
10969,4,4,5,4
10254,5,4,5,5
10215,5,4,4,4
10544,5,4,4,4
10319,5,4,5,4
10525,4,4,5,5
10630,5,4,5,4
10953,5,4,5,4
10749,5,4,4,4
10534,5,4,5,4
10827,4,4,4,4
10798,4,4,5,5
10514,5,4,5,4
10055,5,4,4,4
10497,4,4,5,5
10218,5,4,5,4
10486,4,4,5,4
10072,5,4,4,4
10527,5,4,5,4
10044,5,4,5,4
10261,4,4,5,5
10209,4,4,5,4
10678,5,4,5,4
10493,5,5,5,4
10442,5,4,5,5
10277,5,4,5,4
10423,5,4,5,5
10231,4,4,5,5
