id,Analytical thinking,Systemic thinking,Adaptability,Focus
10199,3.0,3.0,3.0,3.0
10539,1.0,5.0,3.0,3.0
10174,6.0,5.0,3.0,3.0
10465,1.0,5.0,3.0,3.0
10066,1.0,5.0,3.0,3.0
10425,1.0,5.0,3.0,3.0
10398,5.0,5.0,3.0,3.0
10346,1.0,5.0,3.0,3.0
10281,1.0,3.0,3.0,3.0
10158,1.0,3.0,3.0,3.0
10877,1.0,5.0,3.0,3.0
10067,1.0,5.0,3.0,3.0
10235,1.0,5.0,3.0,3.0
10767,1.0,5.0,3.0,3.0
10483,1.0,1.0,3.0,3.0
10679,1.0,5.0,3.0,3.0
10076,1.0,5.0,3.0,3.0
10800,1.0,5.0,3.0,3.0
10855,5.0,5.0,5.0,5.0
10706,5.0,5.0,5.0,5.0
10088,5.0,5.0,5.0,5.0
10096,5.0,5.0,3.0,3.0
10643,1.0,5.0,3.0,3.0
10305,1.0,3.0,3.0,3.0
10275,1.0,1.0,3.0,3.0
10759,6.0,5.0,3.0,3.0
10355,1.0,5.0,3.0,3.0
10844,1.0,5.0,3.0,3.0
10693,1.0,5.0,3.0,3.0
10882,3.0,3.0,3.0,3.0
10023,1.0,5.0,3.0,3.0
10030,1.0,5.0,3.0,3.0
10677,1.0,5.0,3.0,3.0
10923,1.0,5.0,3.0,3.0
10405,6.0,5.0,3.0,3.0
10531,6.0,5.0,3.0,3.0
10959,1.0,5.0,3.0,3.0
10294,1.0,5.0,3.0,3.0
10829,5.0,5.0,5.0,5.0
10850,5.0,5.0,5.0,3.0
10259,6.0,5.0,3.0,3.0
10874,1.0,5.0,3.0,3.0
10328,1.0,5.0,3.0,3.0
10333,5.0,5.0,6.0,5.0
10634,6.0,5.0,3.0,3.0
10774,1.0,5.0,3.0,3.0
10754,6.0,5.0,3.0,3.0
10120,1.0,5.0,3.0,3.0
10790,1.0,5.0,3.0,3.0
10323,6.0,5.0,3.0,3.0
10728,1.0,5.0,3.0,3.0
10842,6.0,5.0,3.0,3.0
10039,1.0,5.0,3.0,3.0
10789,1.0,5.0,3.0,3.0
10952,1.0,5.0,3.0,3.0
10310,1.0,5.0,3.0,3.0
10314,3.0,1.0,3.0,3.0
10059,1.0,1.0,3.0,3.0
10972,1.0,5.0,3.0,3.0
10494,1.0,5.0,3.0,3.0
10464,1.0,5.0,3.0,3.0
10722,5.0,5.0,3.0,3.0
10673,5.0,5.0,5.0,5.0
10692,1.0,5.0,3.0,3.0
10479,1.0,5.0,3.0,3.0
10680,1.0,5.0,3.0,3.0
10793,1.0,1.0,3.0,3.0
10070,5.0,5.0,5.0,5.0
10136,1.0,5.0,3.0,3.0
10307,1.0,5.0,3.0,3.0
10849,1.0,5.0,3.0,3.0
10714,1.0,5.0,3.0,3.0
10633,1.0,5.0,3.0,3.0
10580,1.0,3.0,3.0,3.0
10481,6.0,5.0,3.0,3.0
10063,1.0,5.0,3.0,3.0
10822,3.0,3.0,3.0,3.0
10359,6.0,5.0,3.0,3.0
10585,1.0,5.0,3.0,3.0
10801,1.0,5.0,3.0,3.0
10299,1.0,5.0,3.0,3.0
10350,6.0,5.0,3.0,3.0
10362,5.0,5.0,5.0,5.0
10237,1.0,5.0,3.0,3.0
10351,1.0,5.0,3.0,3.0
10695,3.0,4.0,3.0,3.0
10672,1.0,5.0,3.0,3.0
10298,1.0,5.0,3.0,3.0
10086,1.0,5.0,3.0,3.0
10913,1.0,5.0,3.0,3.0
10432,6.0,5.0,3.0,3.0
10290,1.0,3.0,3.0,3.0
10107,1.0,4.0,3.0,3.0
10969,1.0,5.0,3.0,3.0
10254,6.0,5.0,3.0,3.0
10215,1.0,5.0,3.0,3.0
10544,5.0,5.0,3.0,3.0
10319,1.0,5.0,3.0,3.0
10525,5.0,5.0,5.0,5.0
10630,5.0,5.0,3.0,3.0
10953,6.0,5.0,3.0,3.0
10749,3.0,3.0,3.0,3.0
10534,6.0,5.0,3.0,3.0
10827,1.0,5.0,3.0,3.0
10798,3.0,5.0,3.0,3.0
10514,1.0,5.0,3.0,3.0
10055,1.0,5.0,3.0,3.0
10497,5.0,5.0,5.0,5.0
10218,3.0,5.0,3.0,3.0
10486,1.0,5.0,3.0,3.0
10072,1.0,5.0,3.0,3.0
10527,6.0,5.0,3.0,3.0
10044,1.0,5.0,3.0,3.0
10261,5.0,5.0,5.0,5.0
10209,1.0,5.0,3.0,3.0
10678,5.0,5.0,3.0,3.0
10493,1.0,5.0,3.0,3.0
10442,5.0,5.0,3.0,3.0
10277,6.0,5.0,3.0,3.0
10423,5.0,5.0,3.0,3.0
10231,5.0,5.0,5.0,5.0
10718,5.0,5.0,3.0,3.0
10947,5.0,5.0,5.0,5.0
10757,1.0,5.0,3.0,3.0
10660,1.0,5.0,3.0,3.0
10655,5.0,5.0,5.0,5.0
10309,6.0,5.0,3.0,3.0
10453,1.0,5.0,3.0,3.0
10703,1.0,5.0,3.0,3.0
10636,1.0,1.0,3.0,3.0
10916,1.0,5.0,3.0,3.0
10213,1.0,5.0,3.0,3.0
10482,5.0,5.0,5.0,5.0
10060,1.0,5.0,3.0,3.0
10687,1.0,5.0,3.0,3.0
10713,1.0,5.0,3.0,3.0
10429,3.0,3.0,3.0,3.0
10139,1.0,5.0,3.0,3.0
10781,1.0,5.0,3.0,3.0
10605,1.0,5.0,3.0,3.0
10280,1.0,3.0,3.0,3.0
10311,3.0,1.0,3.0,3.0
10615,1.0,5.0,3.0,3.0
10450,1.0,5.0,3.0,3.0
10110,1.0,5.0,3.0,3.0
10622,1.0,5.0,3.0,3.0
10456,1.0,5.0,3.0,3.0
10316,5.0,5.0,3.0,3.0
10891,1.0,5.0,3.0,3.0
10868,1.0,5.0,3.0,3.0
10198,1.0,5.0,3.0,3.0
10377,1.0,5.0,3.0,3.0
10638,1.0,5.0,3.0,3.0
10617,1.0,5.0,3.0,3.0
10559,1.0,5.0,3.0,3.0
10669,1.0,5.0,3.0,3.0
10137,1.0,5.0,3.0,3.0
10332,1.0,5.0,3.0,3.0
10394,6.0,5.0,3.0,3.0
10184,6.0,5.0,3.0,3.0
10881,1.0,5.0,3.0,3.0
10449,1.0,5.0,3.0,3.0
10788,1.0,5.0,3.0,3.0
10168,6.0,5.0,3.0,3.0
10951,1.0,5.0,3.0,3.0
10382,1.0,5.0,3.0,3.0
10696,1.0,5.0,3.0,3.0
10078,1.0,5.0,3.0,3.0
10029,1.0,5.0,3.0,3.0
10260,5.0,5.0,5.0,5.0
10331,6.0,5.0,3.0,3.0
10859,1.0,5.0,3.0,3.0
10626,1.0,5.0,3.0,3.0
10165,1.0,5.0,3.0,3.0
10731,1.0,5.0,3.0,3.0
10898,1.0,5.0,3.0,3.0
10065,6.0,5.0,3.0,3.0
10141,1.0,5.0,3.0,3.0
10210,1.0,5.0,3.0,3.0
10746,1.0,5.0,3.0,3.0
10292,3.0,5.0,3.0,3.0
10847,1.0,5.0,3.0,3.0
10266,1.0,5.0,3.0,3.0
10371,6.0,5.0,3.0,3.0
10810,5.0,5.0,5.0,5.0
10581,6.0,5.0,3.0,3.0
10900,1.0,5.0,3.0,3.0
10049,1.0,5.0,3.0,3.0
10708,6.0,5.0,3.0,3.0
10904,1.0,5.0,3.0,3.0
10490,1.0,5.0,3.0,3.0
10327,5.0,5.0,3.0,3.0
10879,6.0,5.0,3.0,3.0
10521,1.0,5.0,3.0,3.0
10925,1.0,5.0,3.0,3.0
10968,1.0,1.0,3.0,3.0
10365,1.0,5.0,3.0,3.0
10936,1.0,4.0,3.0,3.0
10033,1.0,5.0,3.0,3.0
10031,3.0,5.0,3.0,3.0
10823,1.0,5.0,3.0,3.0
10192,5.0,5.0,5.0,5.0
10312,6.0,5.0,3.0,3.0
10807,1.0,5.0,3.0,3.0
10552,5.0,5.0,3.0,3.0
10558,1.0,5.0,3.0,3.0
10921,1.0,1.0,3.0,3.0
10109,5.0,5.0,3.0,3.0
10440,1.0,5.0,3.0,3.0
10077,1.0,5.0,3.0,3.0
10783,3.0,4.0,3.0,3.0
10542,1.0,5.0,3.0,3.0
10082,5.0,5.0,3.0,3.0
10361,1.0,5.0,3.0,3.0
10485,1.0,5.0,3.0,3.0
10507,5.0,5.0,3.0,3.0
10628,6.0,5.0,3.0,3.0
10500,6.0,5.0,3.0,3.0
10905,1.0,5.0,3.0,3.0
10002,1.0,5.0,3.0,3.0
10101,5.0,5.0,3.0,3.0
10363,1.0,5.0,3.0,3.0
10451,3.0,5.0,3.0,3.0
10286,1.0,5.0,3.0,3.0
10208,1.0,3.0,3.0,3.0
10265,1.0,5.0,3.0,3.0
10005,6.0,5.0,3.0,3.0
10054,5.0,5.0,5.0,5.0
10715,1.0,5.0,3.0,3.0
10848,1.0,5.0,3.0,3.0
10971,6.0,5.0,3.0,3.0
10436,1.0,5.0,3.0,3.0
10097,1.0,3.0,3.0,3.0
10589,1.0,5.0,3.0,3.0
10204,1.0,5.0,3.0,3.0
10244,1.0,5.0,3.0,3.0
10620,1.0,1.0,3.0,3.0
10934,5.0,5.0,3.0,3.0
10519,1.0,5.0,3.0,3.0
10334,1.0,5.0,3.0,3.0
10845,1.0,5.0,3.0,3.0
10025,5.0,5.0,3.0,3.0
10084,1.0,5.0,3.0,3.0
10010,1.0,5.0,3.0,3.0
10635,1.0,5.0,3.0,3.0
10422,1.0,5.0,3.0,3.0
10795,1.0,5.0,3.0,3.0
10357,1.0,5.0,3.0,3.0
10802,1.0,5.0,3.0,3.0
10529,1.0,5.0,3.0,3.0
10468,1.0,5.0,3.0,3.0
10247,1.0,5.0,3.0,3.0
10118,1.0,5.0,3.0,3.0
10342,5.0,5.0,5.0,5.0
10541,1.0,5.0,3.0,3.0
10250,1.0,5.0,3.0,3.0
10318,1.0,5.0,3.0,3.0
10843,5.0,5.0,5.0,5.0
10196,1.0,5.0,3.0,3.0
10588,1.0,5.0,3.0,3.0
10081,5.0,5.0,3.0,3.0
10352,6.0,5.0,3.0,3.0
10583,1.0,5.0,3.0,3.0
10603,1.0,5.0,3.0,3.0
10239,1.0,5.0,3.0,3.0
10761,1.0,5.0,3.0,3.0
10211,1.0,5.0,3.0,3.0
10930,1.0,5.0,3.0,3.0
10963,1.0,5.0,3.0,3.0
10420,1.0,5.0,3.0,3.0
10227,1.0,5.0,3.0,3.0
10833,1.0,5.0,3.0,3.0
10752,1.0,5.0,3.0,3.0
10907,5.0,5.0,3.0,3.0
10743,1.0,5.0,3.0,3.0
10380,1.0,5.0,3.0,3.0
10478,6.0,5.0,3.0,3.0
10439,1.0,5.0,3.0,3.0
10296,1.0,5.0,3.0,3.0
10344,1.0,5.0,3.0,3.0
10007,5.0,5.0,5.0,5.0
10155,1.0,5.0,3.0,3.0
10526,1.0,5.0,3.0,3.0
10411,1.0,5.0,3.0,3.0
10513,5.0,5.0,3.0,3.0
