id,Analytical thinking,Systemic thinking,Adaptability,Focus
10199,3.0,3.0,4.0,4.0
10539,3.0,3.0,4.0,4.0
10174,5.0,5.0,6.0,5.0
10465,3.0,5.0,5.0,5.0
10066,4.0,3.0,6.0,4.0
10425,4.0,3.0,3.0,4.0
10398,5.0,5.0,6.0,5.0
10346,4.0,5.0,4.0,4.0
10281,6.0,6.0,3.0,3.0
10158,3.0,3.0,6.0,4.0
10877,3.0,6.0,3.0,3.0
10067,4.0,4.0,4.0,4.0
10235,3.0,3.0,3.0,4.0
10767,4.0,3.0,4.0,4.0
10483,4.0,3.0,4.0,4.0
10679,6.0,3.0,6.0,4.0
10076,4.0,4.0,4.0,5.0
10800,3.0,3.0,3.0,3.0
10855,5.0,5.0,5.0,5.0
10706,5.0,5.0,5.0,5.0
10088,4.0,4.0,5.0,4.0
10096,3.0,3.0,5.0,5.0
10643,3.0,3.0,6.0,4.0
10305,4.0,5.0,3.0,4.0
10275,3.0,6.0,3.0,4.0
10759,3.0,3.0,6.0,3.0
10355,3.0,3.0,6.0,4.0
10844,3.0,6.0,3.0,3.0
10693,6.0,6.0,3.0,3.0
10882,3.0,3.0,4.0,4.0
10023,3.0,6.0,3.0,3.0
10030,5.0,5.0,5.0,5.0
10677,1.0,1.0,1.0,1.0
10923,6.0,3.0,4.0,4.0
10405,3.0,5.0,5.0,5.0
10531,4.0,3.0,4.0,4.0
10959,6.0,6.0,3.0,6.0
10294,6.0,6.0,3.0,3.0
10829,5.0,5.0,5.0,5.0
10850,5.0,3.0,5.0,5.0
10259,5.0,3.0,6.0,5.0
10874,3.0,6.0,3.0,3.0
10328,4.0,3.0,3.0,3.0
10333,5.0,5.0,5.0,5.0
10634,5.0,5.0,6.0,5.0
10774,4.0,3.0,3.0,3.0
10754,5.0,5.0,3.0,5.0
10120,3.0,3.0,3.0,3.0
10790,4.0,3.0,3.0,4.0
10323,4.0,3.0,4.0,4.0
10728,3.0,3.0,3.0,3.0
10842,4.0,3.0,6.0,4.0
10039,6.0,6.0,6.0,4.0
10789,3.0,3.0,3.0,4.0
10952,6.0,3.0,4.0,4.0
10310,5.0,3.0,3.0,4.0
10314,3.0,6.0,3.0,4.0
10059,6.0,3.0,6.0,4.0
10972,1.0,1.0,1.0,1.0
10494,6.0,3.0,3.0,3.0
10464,4.0,5.0,4.0,5.0
10722,5.0,5.0,5.0,5.0
10673,5.0,5.0,5.0,5.0
10692,3.0,6.0,3.0,3.0
10479,6.0,6.0,3.0,3.0
10680,3.0,3.0,6.0,4.0
10793,3.0,3.0,6.0,4.0
10070,5.0,3.0,5.0,5.0
10136,3.0,3.0,4.0,4.0
10307,3.0,3.0,4.0,4.0
10849,6.0,6.0,3.0,3.0
10714,6.0,6.0,3.0,3.0
10633,3.0,6.0,3.0,3.0
10580,3.0,3.0,3.0,4.0
10481,5.0,5.0,3.0,5.0
10063,3.0,3.0,6.0,4.0
10822,6.0,6.0,3.0,3.0
10359,5.0,3.0,4.0,4.0
10585,3.0,3.0,6.0,4.0
10801,3.0,3.0,6.0,4.0
10299,3.0,3.0,6.0,4.0
10350,3.0,3.0,6.0,3.0
10362,5.0,5.0,4.0,5.0
10237,3.0,6.0,3.0,4.0
10351,6.0,1.0,3.0,3.0
10695,3.0,6.0,3.0,3.0
10672,4.0,4.0,5.0,5.0
10298,6.0,3.0,6.0,4.0
10086,3.0,3.0,6.0,4.0
10913,3.0,6.0,3.0,3.0
10432,5.0,5.0,6.0,5.0
10290,3.0,3.0,3.0,3.0
10107,6.0,3.0,6.0,4.0
10969,3.0,3.0,3.0,3.0
10254,4.0,5.0,5.0,4.0
10215,4.0,3.0,4.0,4.0
10544,5.0,5.0,5.0,5.0
10319,3.0,3.0,4.0,4.0
10525,5.0,5.0,6.0,5.0
10630,3.0,4.0,5.0,5.0
10953,3.0,3.0,6.0,4.0
10749,6.0,3.0,3.0,3.0
10534,3.0,5.0,6.0,4.0
10827,3.0,6.0,3.0,3.0
10798,3.0,6.0,6.0,3.0
10514,3.0,6.0,3.0,3.0
10055,5.0,5.0,5.0,4.0
10497,5.0,4.0,5.0,5.0
10218,3.0,3.0,3.0,3.0
10486,3.0,3.0,6.0,4.0
10072,3.0,5.0,5.0,4.0
10527,5.0,4.0,5.0,5.0
10044,5.0,5.0,6.0,5.0
10261,5.0,5.0,5.0,5.0
10209,3.0,3.0,3.0,4.0
10678,6.0,3.0,5.0,5.0
10493,3.0,3.0,3.0,4.0
10442,3.0,5.0,6.0,5.0
10277,3.0,3.0,3.0,4.0
10423,5.0,3.0,3.0,5.0
10231,5.0,5.0,5.0,5.0
10718,5.0,5.0,6.0,5.0
10947,5.0,5.0,5.0,5.0
10757,3.0,3.0,6.0,3.0
10660,5.0,5.0,4.0,5.0
10655,5.0,5.0,4.0,5.0
10309,4.0,4.0,5.0,5.0
10453,6.0,6.0,6.0,4.0
10703,3.0,6.0,6.0,3.0
10636,6.0,5.0,6.0,4.0
10916,4.0,3.0,4.0,3.0
10213,3.0,3.0,3.0,3.0
10482,5.0,5.0,5.0,5.0
10060,3.0,6.0,6.0,3.0
10687,4.0,4.0,4.0,3.0
10713,6.0,3.0,3.0,3.0
10429,3.0,6.0,4.0,4.0
10139,3.0,3.0,3.0,3.0
10781,3.0,3.0,6.0,4.0
10605,6.0,6.0,3.0,3.0
10280,3.0,3.0,4.0,4.0
10311,3.0,3.0,3.0,4.0
10615,3.0,3.0,3.0,3.0
10450,4.0,3.0,3.0,4.0
10110,3.0,3.0,4.0,3.0
10622,1.0,1.0,3.0,1.0
10456,1.0,1.0,1.0,1.0
10316,5.0,3.0,5.0,5.0
10891,3.0,3.0,6.0,3.0
10868,3.0,3.0,3.0,3.0
10198,6.0,3.0,3.0,3.0
10377,6.0,3.0,3.0,3.0
10638,4.0,3.0,6.0,4.0
10617,3.0,3.0,4.0,4.0
10559,6.0,3.0,3.0,4.0
10669,3.0,3.0,4.0,4.0
10137,4.0,3.0,4.0,4.0
10332,3.0,3.0,4.0,4.0
10394,5.0,5.0,5.0,5.0
10184,5.0,5.0,6.0,5.0
10881,6.0,3.0,3.0,3.0
10449,4.0,4.0,4.0,4.0
10788,6.0,3.0,6.0,3.0
10168,5.0,5.0,5.0,5.0
10951,6.0,3.0,3.0,3.0
10382,3.0,3.0,3.0,4.0
10696,6.0,6.0,6.0,3.0
10078,3.0,3.0,4.0,4.0
10029,6.0,6.0,3.0,3.0
10260,5.0,5.0,5.0,5.0
10331,5.0,3.0,6.0,5.0
10859,4.0,3.0,4.0,4.0
10626,3.0,3.0,4.0,3.0
10165,3.0,6.0,3.0,3.0
10731,1.0,1.0,1.0,1.0
10898,3.0,3.0,6.0,4.0
10065,3.0,3.0,6.0,4.0
10141,3.0,6.0,3.0,3.0
10210,3.0,3.0,3.0,4.0
10746,3.0,6.0,6.0,4.0
10292,3.0,6.0,3.0,4.0
10847,3.0,3.0,3.0,3.0
10266,3.0,3.0,6.0,3.0
10371,3.0,3.0,6.0,4.0
10810,5.0,5.0,5.0,5.0
10581,3.0,3.0,5.0,5.0
10900,5.0,5.0,6.0,5.0
10049,1.0,6.0,3.0,3.0
10708,5.0,5.0,5.0,5.0
10904,5.0,5.0,5.0,5.0
10490,6.0,3.0,6.0,3.0
10327,5.0,5.0,6.0,5.0
10879,6.0,3.0,5.0,5.0
10521,3.0,3.0,6.0,4.0
10925,6.0,3.0,3.0,3.0
10968,3.0,3.0,3.0,4.0
10365,6.0,6.0,3.0,3.0
10936,6.0,3.0,6.0,4.0
10033,6.0,6.0,3.0,3.0
10031,4.0,3.0,6.0,4.0
10823,3.0,6.0,3.0,3.0
10192,5.0,5.0,5.0,5.0
10312,3.0,3.0,6.0,4.0
10807,1.0,1.0,3.0,1.0
10552,5.0,4.0,5.0,5.0
10558,5.0,4.0,5.0,3.0
10921,3.0,6.0,3.0,4.0
10109,4.0,3.0,5.0,5.0
10440,3.0,6.0,3.0,4.0
10077,5.0,5.0,5.0,5.0
10783,6.0,3.0,3.0,3.0
10542,3.0,3.0,6.0,3.0
10082,3.0,3.0,6.0,5.0
10361,3.0,3.0,6.0,4.0
10485,6.0,3.0,3.0,3.0
10507,5.0,3.0,6.0,5.0
10628,5.0,5.0,3.0,5.0
10500,5.0,3.0,5.0,5.0
10905,3.0,3.0,6.0,4.0
10002,4.0,4.0,3.0,3.0
10101,5.0,3.0,5.0,5.0
10363,3.0,3.0,4.0,3.0
10451,6.0,6.0,3.0,3.0
10286,6.0,6.0,3.0,3.0
10208,3.0,3.0,6.0,3.0
10265,6.0,3.0,6.0,4.0
10005,5.0,3.0,5.0,4.0
10054,5.0,4.0,5.0,5.0
10715,3.0,3.0,4.0,3.0
10848,6.0,3.0,3.0,3.0
10971,6.0,3.0,4.0,4.0
10436,6.0,3.0,3.0,4.0
10097,6.0,3.0,3.0,3.0
10589,5.0,3.0,3.0,4.0
10204,3.0,3.0,6.0,3.0
10244,5.0,4.0,4.0,5.0
10620,3.0,3.0,6.0,4.0
10934,5.0,5.0,6.0,5.0
10519,3.0,6.0,3.0,3.0
10334,4.0,3.0,3.0,3.0
10845,6.0,3.0,4.0,4.0
10025,4.0,5.0,4.0,4.0
10084,3.0,3.0,4.0,3.0
10010,3.0,3.0,3.0,3.0
10635,4.0,4.0,6.0,3.0
10422,3.0,3.0,6.0,4.0
10795,3.0,6.0,3.0,4.0
10357,5.0,5.0,6.0,5.0
10802,6.0,6.0,3.0,3.0
10529,6.0,6.0,6.0,4.0
10468,6.0,3.0,3.0,4.0
10247,6.0,6.0,6.0,4.0
10118,3.0,3.0,6.0,4.0
10342,5.0,5.0,5.0,5.0
10541,4.0,5.0,4.0,5.0
10250,3.0,6.0,6.0,4.0
10318,3.0,3.0,3.0,4.0
10843,3.0,5.0,6.0,5.0
10196,3.0,3.0,3.0,4.0
10588,3.0,6.0,3.0,4.0
10081,5.0,5.0,5.0,5.0
10352,3.0,3.0,4.0,4.0
10583,4.0,3.0,3.0,4.0
10603,3.0,3.0,3.0,4.0
